"WATER_ID","DU","Waterbody","TN_SITE_CLASS","TP_SITE_CLASS","ECOREGION","ELEVATION","Criteria_Name","Criteria_Value","CHR_UID","CHR_UID_Unique"
"NM-2116.A_112","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_112","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8317","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_140","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2116.A_140","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","ECOLI_SINGLE","235",2287,"2287b"
"NM-2116.A_140","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_140","PC","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7201","PH_HIGH","8.8",1648,"1648a"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","ECOLI_SINGLE","235",2287,"2287b"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","PH_LOW","6.6",1648,"1648b"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","PH_HIGH","8.8",1648,"1648a"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","ECOLI_SINGLE","235",2287,"2287b"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","PH_LOW","6.6",1648,"1648b"
"NM-2117_10","PC","RESERVOIR",,,"21d","7165","PH_HIGH","8.8",1648,"1648a"
