"CHR_UID","CHR_NAME","FRACTION","DU","Waterbody","PERSISTENT","HD_METAL","TOXIC","TURBAP","UNITS","Criteria_Type","Magnitude_Numeric"
"1912","Toxaphene",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.0071
"1912","Toxaphene",,"LAL",,,"N","Y","N","ugL","ACUTE",0.73
"1912","Toxaphene",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.73
"1912","Toxaphene",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.0002
"1912","Toxaphene",,"MCWAL",,,"N","Y","N","ugL","HH",0.0071
"1912","Toxaphene",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.73
"1912","Toxaphene",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.0002
"1912","Toxaphene",,"MWWAL",,,"N","Y","N","ugL","HH",0.0071
"1912","Toxaphene",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.73
"1912","Toxaphene",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.0002
"1912","Toxaphene",,"WWAL",,,"N","Y","N","ugL","HH",0.0071
"1926","trans-1,2-Dichloroethylene",,"ColdWAL",,,"N","Y","N","ugL","HH",4000
"1926","trans-1,2-Dichloroethylene",,"CoolWAL",,,"N","Y","N","ugL","HH",4000
"1926","trans-1,2-Dichloroethylene",,"HQColdWAL",,,"N","Y","N","ugL","HH",4000
"1926","trans-1,2-Dichloroethylene",,"MCWAL",,,"N","Y","N","ugL","HH",4000
"1926","trans-1,2-Dichloroethylene",,"MWWAL",,,"N","Y","N","ugL","HH",4000
"1926","trans-1,2-Dichloroethylene",,"WWAL",,,"N","Y","N","ugL","HH",4000
"1935","Tribromomethane",,"ColdWAL",,,"N","Y","N","ugL","HH",1200
"1935","Tribromomethane",,"CoolWAL",,,"N","Y","N","ugL","HH",1200
"1935","Tribromomethane",,"HQColdWAL",,,"N","Y","N","ugL","HH",1200
"1935","Tribromomethane",,"MCWAL",,,"N","Y","N","ugL","HH",1200
"1935","Tribromomethane",,"MWWAL",,,"N","Y","N","ugL","HH",1200
"1935","Tribromomethane",,"WWAL",,,"N","Y","N","ugL","HH",1200
"1950","Trichloroethylene",,"ColdWAL",,,"N","Y","N","ugL","HH",70
"1950","Trichloroethylene",,"CoolWAL",,,"N","Y","N","ugL","HH",70
"1950","Trichloroethylene",,"HQColdWAL",,,"N","Y","N","ugL","HH",70
"1950","Trichloroethylene",,"MCWAL",,,"N","Y","N","ugL","HH",70
"1950","Trichloroethylene",,"MWWAL",,,"N","Y","N","ugL","HH",70
"1950","Trichloroethylene",,"WWAL",,,"N","Y","N","ugL","HH",70
"1992","Vinyl chloride",,"ColdWAL",,,"N","Y","N","ugL","HH",16
"1992","Vinyl chloride",,"CoolWAL",,,"N","Y","N","ugL","HH",16
"1992","Vinyl chloride",,"HQColdWAL",,,"N","Y","N","ugL","HH",16
"1992","Vinyl chloride",,"MCWAL",,,"N","Y","N","ugL","HH",16
"1992","Vinyl chloride",,"MWWAL",,,"N","Y","N","ugL","HH",16
"1992","Vinyl chloride",,"WWAL",,,"N","Y","N","ugL","HH",16
"2005","Zinc",,"ColdWAL",,"Y","Y","Y","N","mgL","ACUTE",0.0454
"2005","Zinc",,"ColdWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0344
"2005","Zinc",,"ColdWAL",,"Y","Y","Y","N","mgL","HH",26
"2005","Zinc",,"CoolWAL",,"Y","Y","Y","N","mgL","ACUTE",0.0454
"2005","Zinc",,"CoolWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0344
"2005","Zinc",,"CoolWAL",,"Y","Y","Y","N","mgL","HH",26
"2005","Zinc",,"HQColdWAL",,"Y","Y","Y","N","mgL","ACUTE",0.0454
"2005","Zinc",,"HQColdWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0344
"2005","Zinc",,"HQColdWAL",,"Y","Y","Y","N","mgL","HH",26
"2005","Zinc",,"LAL",,"Y","Y","Y","N","mgL","ACUTE",0.0454
"2005","Zinc",,"LAL",,"Y","Y","Y","N","mgL","HH",26
"2005","Zinc",,"MCWAL",,"Y","Y","Y","N","mgL","ACUTE",0.0454
"2005","Zinc",,"MCWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0344
"2005","Zinc",,"MCWAL",,"Y","Y","Y","N","mgL","HH",26
"2005","Zinc",,"MWWAL",,"Y","Y","Y","N","mgL","ACUTE",0.0454
"2005","Zinc",,"MWWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0344
"2005","Zinc",,"MWWAL",,"Y","Y","Y","N","mgL","HH",26
"2005","Zinc",,"WWAL",,"Y","Y","Y","N","mgL","ACUTE",0.0454
"2005","Zinc",,"WWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0344
"2005","Zinc",,"WWAL",,"Y","Y","Y","N","mgL","HH",26
"2414","Nitrogen, ammonia as N",,"ColdWAL",,,"N","Y","N","mgL","ACUTE",0.885
"2414","Nitrogen, ammonia as N",,"ColdWAL",,,"N","Y","N","mgL","CHRONIC",0.179
"2414","Nitrogen, ammonia as N",,"CoolWAL",,,"N","Y","N","mgL","ACUTE",0.885
"2414","Nitrogen, ammonia as N",,"CoolWAL",,,"N","Y","N","mgL","CHRONIC",0.179
"2414","Nitrogen, ammonia as N",,"HQColdWAL",,,"N","Y","N","mgL","ACUTE",0.885
"2414","Nitrogen, ammonia as N",,"HQColdWAL",,,"N","Y","N","mgL","CHRONIC",0.179
"2414","Nitrogen, ammonia as N",,"LAL",,,"N","Y","N","mgL","ACUTE",0.885
"2414","Nitrogen, ammonia as N",,"MCWAL",,,"N","Y","N","mgL","ACUTE",0.885
"2414","Nitrogen, ammonia as N",,"MCWAL",,,"N","Y","N","mgL","CHRONIC",0.179
"2414","Nitrogen, ammonia as N",,"MWWAL",,,"N","Y","N","mgL","ACUTE",0.885
"2414","Nitrogen, ammonia as N",,"MWWAL",,,"N","Y","N","mgL","CHRONIC",0.179
"2414","Nitrogen, ammonia as N",,"WWAL",,,"N","Y","N","mgL","ACUTE",0.885
"2414","Nitrogen, ammonia as N",,"WWAL",,,"N","Y","N","mgL","CHRONIC",0.179
"549001","Aluminum","Dissolved","ColdWAL",,,"N","Y","N","mgL","ACUTE",0.75
"549001","Aluminum","Dissolved","ColdWAL",,,"N","Y","N","mgL","CHRONIC",0.087
"549001","Aluminum","Dissolved","CoolWAL",,,"N","Y","N","mgL","ACUTE",0.75
"549001","Aluminum","Dissolved","CoolWAL",,,"N","Y","N","mgL","CHRONIC",0.087
"549001","Aluminum","Dissolved","HQColdWAL",,,"N","Y","N","mgL","ACUTE",0.75
"549001","Aluminum","Dissolved","HQColdWAL",,,"N","Y","N","mgL","CHRONIC",0.087
"549001","Aluminum","Dissolved","LAL",,,"N","Y","N","mgL","ACUTE",0.75
"549001","Aluminum","Dissolved","MCWAL",,,"N","Y","N","mgL","ACUTE",0.75
"549001","Aluminum","Dissolved","MCWAL",,,"N","Y","N","mgL","CHRONIC",0.087
"549001","Aluminum","Dissolved","MWWAL",,,"N","Y","N","mgL","ACUTE",0.75
"549001","Aluminum","Dissolved","MWWAL",,,"N","Y","N","mgL","CHRONIC",0.087
"549001","Aluminum","Dissolved","WWAL",,,"N","Y","N","mgL","ACUTE",0.75
"549001","Aluminum","Dissolved","WWAL",,,"N","Y","N","mgL","CHRONIC",0.087
"549002","Aluminum","Total Recoverable","ColdWAL",,,"Y","Y","N","mgL","ACUTE",0.512
"549002","Aluminum","Total Recoverable","ColdWAL",,,"Y","Y","N","mgL","CHRONIC",0.205
"549002","Aluminum","Total Recoverable","CoolWAL",,,"Y","Y","N","mgL","ACUTE",0.512
"549002","Aluminum","Total Recoverable","CoolWAL",,,"Y","Y","N","mgL","CHRONIC",0.205
"549002","Aluminum","Total Recoverable","HQColdWAL",,,"Y","Y","N","mgL","ACUTE",0.512
"549002","Aluminum","Total Recoverable","HQColdWAL",,,"Y","Y","N","mgL","CHRONIC",0.205
"549002","Aluminum","Total Recoverable","LAL",,,"Y","Y","N","mgL","ACUTE",0.512
"549002","Aluminum","Total Recoverable","MCWAL",,,"Y","Y","N","mgL","ACUTE",0.512
"549002","Aluminum","Total Recoverable","MCWAL",,,"Y","Y","N","mgL","CHRONIC",0.205
"549002","Aluminum","Total Recoverable","MWWAL",,,"Y","Y","N","mgL","ACUTE",0.512
"549002","Aluminum","Total Recoverable","MWWAL",,,"Y","Y","N","mgL","CHRONIC",0.205
"549002","Aluminum","Total Recoverable","WWAL",,,"Y","Y","N","mgL","ACUTE",0.512
"549002","Aluminum","Total Recoverable","WWAL",,,"Y","Y","N","mgL","CHRONIC",0.205
"1266001","Mercury","Dissolved","ColdWAL",,,"N","Y","N","mgL","ACUTE",0.0014
"1266001","Mercury","Dissolved","ColdWAL",,,"N","Y","N","mgL","CHRONIC",0.00077
"1266001","Mercury","Dissolved","CoolWAL",,,"N","Y","N","mgL","ACUTE",0.0014
"1266001","Mercury","Dissolved","CoolWAL",,,"N","Y","N","mgL","CHRONIC",0.00077
"1266001","Mercury","Dissolved","HQColdWAL",,,"N","Y","N","mgL","ACUTE",0.0014
"1266001","Mercury","Dissolved","HQColdWAL",,,"N","Y","N","mgL","CHRONIC",0.00077
"1266001","Mercury","Dissolved","LAL",,,"N","Y","N","mgL","ACUTE",0.0014
"1266001","Mercury","Dissolved","MCWAL",,,"N","Y","N","mgL","ACUTE",0.0014
"1266001","Mercury","Dissolved","MCWAL",,,"N","Y","N","mgL","CHRONIC",0.00077
"1266001","Mercury","Dissolved","MWWAL",,,"N","Y","N","mgL","ACUTE",0.0014
"1266001","Mercury","Dissolved","MWWAL",,,"N","Y","N","mgL","CHRONIC",0.00077
"1266001","Mercury","Dissolved","WWAL",,,"N","Y","N","mgL","ACUTE",0.0014
"1266001","Mercury","Dissolved","WWAL",,,"N","Y","N","mgL","CHRONIC",0.00077
"1334","Methylmercury",,"ColdWAL",,,"N","Y","N","mgKg_Fish_Tissue","HH",0.3
"1334","Methylmercury",,"CoolWAL",,,"N","Y","N","mgKg_Fish_Tissue","HH",0.3
"1334","Methylmercury",,"HQColdWAL",,,"N","Y","N","mgKg_Fish_Tissue","HH",0.3
"1334","Methylmercury",,"MCWAL",,,"N","Y","N","mgKg_Fish_Tissue","HH",0.3
"1334","Methylmercury",,"MWWAL",,,"N","Y","N","mgKg_Fish_Tissue","HH",0.3
"1334","Methylmercury",,"WWAL",,,"N","Y","N","mgKg_Fish_Tissue","HH",0.3
"1354002","Molybdenum","Total Recoverable","ColdWAL",,,"N","Y","N","mgL","ACUTE",7.92
"1354002","Molybdenum","Total Recoverable","ColdWAL",,,"N","Y","N","mgL","CHRONIC",1.895
"1354002","Molybdenum","Total Recoverable","CoolWAL",,,"N","Y","N","mgL","ACUTE",7.92
"1354002","Molybdenum","Total Recoverable","CoolWAL",,,"N","Y","N","mgL","CHRONIC",1.895
"1354002","Molybdenum","Total Recoverable","HQColdWAL",,,"N","Y","N","mgL","ACUTE",7.92
"1354002","Molybdenum","Total Recoverable","HQColdWAL",,,"N","Y","N","mgL","CHRONIC",1.895
"1354002","Molybdenum","Total Recoverable","LAL",,,"N","Y","N","mgL","ACUTE",7.92
"1354002","Molybdenum","Total Recoverable","MCWAL",,,"N","Y","N","mgL","ACUTE",7.92
"1354002","Molybdenum","Total Recoverable","MCWAL",,,"N","Y","N","mgL","CHRONIC",1.895
"1354002","Molybdenum","Total Recoverable","MWWAL",,,"N","Y","N","mgL","ACUTE",7.92
"1354002","Molybdenum","Total Recoverable","MWWAL",,,"N","Y","N","mgL","CHRONIC",1.895
"1354002","Molybdenum","Total Recoverable","WWAL",,,"N","Y","N","mgL","ACUTE",7.92
"1354002","Molybdenum","Total Recoverable","WWAL",,,"N","Y","N","mgL","CHRONIC",1.895
"1783001","Selenium","Dissolved","ColdWAL",,"Y","N","Y","N","mgL","HH",4.2
"1783001","Selenium","Dissolved","CoolWAL",,"Y","N","Y","N","mgL","HH",4.2
"1783001","Selenium","Dissolved","HQColdWAL",,"Y","N","Y","N","mgL","HH",4.2
"1783001","Selenium","Dissolved","LAL",,"Y","N","Y","N","mgL","HH",4.2
"1783001","Selenium","Dissolved","MCWAL",,"Y","N","Y","N","mgL","HH",4.2
"1783001","Selenium","Dissolved","MWWAL",,"Y","N","Y","N","mgL","HH",4.2
"1783001","Selenium","Dissolved","WWAL",,"Y","N","Y","N","mgL","HH",4.2
"1783002","Selenium","Total Recoverable","ColdWAL",,,"N","Y","N","mgL","ACUTE",0.02
"1783002","Selenium","Total Recoverable","ColdWAL",,,"N","Y","N","mgL","CHRONIC",0.005
"1783002","Selenium","Total Recoverable","CoolWAL",,,"N","Y","N","mgL","ACUTE",0.02
"1783002","Selenium","Total Recoverable","CoolWAL",,,"N","Y","N","mgL","CHRONIC",0.005
"1783002","Selenium","Total Recoverable","HQColdWAL",,,"N","Y","N","mgL","ACUTE",0.02
"1783002","Selenium","Total Recoverable","HQColdWAL",,,"N","Y","N","mgL","CHRONIC",0.005
"1783002","Selenium","Total Recoverable","LAL",,,"N","Y","N","mgL","ACUTE",0.02
"1783002","Selenium","Total Recoverable","MCWAL",,,"N","Y","N","mgL","ACUTE",0.02
"1783002","Selenium","Total Recoverable","MCWAL",,,"N","Y","N","mgL","CHRONIC",0.005
"1783002","Selenium","Total Recoverable","MWWAL",,,"N","Y","N","mgL","ACUTE",0.02
"1783002","Selenium","Total Recoverable","MWWAL",,,"N","Y","N","mgL","CHRONIC",0.005
"1783002","Selenium","Total Recoverable","WWAL",,,"N","Y","N","mgL","ACUTE",0.02
"1783002","Selenium","Total Recoverable","WWAL",,,"N","Y","N","mgL","CHRONIC",0.005
"4577","Guthion",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.01
"4577","Guthion",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.01
"4577","Guthion",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.01
"4577","Guthion",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.01
"4577","Guthion",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.01
"4577","Guthion",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.01
"1245","Malathion",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"1245","Malathion",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"1245","Malathion",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"1245","Malathion",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"1245","Malathion",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"1245","Malathion",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"1280","Methoxychlor",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.03
"1280","Methoxychlor",,"ColdWAL",,,"N","Y","N","ugL","HH",0.02
"1280","Methoxychlor",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.03
"1280","Methoxychlor",,"CoolWAL",,,"N","Y","N","ugL","HH",0.02
"1280","Methoxychlor",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.03
"1280","Methoxychlor",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.02
"1280","Methoxychlor",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.03
"1280","Methoxychlor",,"MCWAL",,,"N","Y","N","ugL","HH",0.02
"1280","Methoxychlor",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.03
"1280","Methoxychlor",,"MWWAL",,,"N","Y","N","ugL","HH",0.02
"1280","Methoxychlor",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.03
"1280","Methoxychlor",,"WWAL",,,"N","Y","N","ugL","HH",0.02
"1349","Mirex",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.001
"1349","Mirex",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.001
"1349","Mirex",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.001
"1349","Mirex",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.001
"1349","Mirex",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.001
"1349","Mirex",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.001
"1428","N-Nitrosodi-n-butylamine",,"ColdWAL",,,"N","Y","N","ugL","HH",2.2
"1428","N-Nitrosodi-n-butylamine",,"CoolWAL",,,"N","Y","N","ugL","HH",2.2
"1428","N-Nitrosodi-n-butylamine",,"HQColdWAL",,,"N","Y","N","ugL","HH",2.2
"1428","N-Nitrosodi-n-butylamine",,"MCWAL",,,"N","Y","N","ugL","HH",2.2
"1428","N-Nitrosodi-n-butylamine",,"MWWAL",,,"N","Y","N","ugL","HH",2.2
"1428","N-Nitrosodi-n-butylamine",,"WWAL",,,"N","Y","N","ugL","HH",2.2
"1426","N-Nitrosodiethylamine",,"ColdWAL",,,"N","Y","N","ugL","HH",12.4
"1426","N-Nitrosodiethylamine",,"CoolWAL",,,"N","Y","N","ugL","HH",12.4
"1426","N-Nitrosodiethylamine",,"HQColdWAL",,,"N","Y","N","ugL","HH",12.4
"1426","N-Nitrosodiethylamine",,"MCWAL",,,"N","Y","N","ugL","HH",12.4
"1426","N-Nitrosodiethylamine",,"MWWAL",,,"N","Y","N","ugL","HH",12.4
"1426","N-Nitrosodiethylamine",,"WWAL",,,"N","Y","N","ugL","HH",12.4
"1437","N-Nitrosopyrrolidine",,"ColdWAL",,,"N","Y","N","ugL","HH",340
"1437","N-Nitrosopyrrolidine",,"CoolWAL",,,"N","Y","N","ugL","HH",340
"1437","N-Nitrosopyrrolidine",,"HQColdWAL",,,"N","Y","N","ugL","HH",340
"1437","N-Nitrosopyrrolidine",,"MCWAL",,,"N","Y","N","ugL","HH",340
"1437","N-Nitrosopyrrolidine",,"MWWAL",,,"N","Y","N","ugL","HH",340
"1437","N-Nitrosopyrrolidine",,"WWAL",,,"N","Y","N","ugL","HH",340
"1525","Parathion",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.065
"1525","Parathion",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.013
"1525","Parathion",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.065
"1525","Parathion",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.013
"1525","Parathion",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.065
"1525","Parathion",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.013
"1525","Parathion",,"LAL",,,"N","Y","N","ugL","ACUTE",0.065
"1525","Parathion",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.065
"1525","Parathion",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.013
"1525","Parathion",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.065
"1525","Parathion",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.013
"1525","Parathion",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.065
"1525","Parathion",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.013
"1627","Pentachlorobenzene",,"ColdWAL",,,"N","Y","N","ugL","HH",0.1
"1627","Pentachlorobenzene",,"CoolWAL",,,"N","Y","N","ugL","HH",0.1
"1627","Pentachlorobenzene",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.1
"1627","Pentachlorobenzene",,"MCWAL",,,"N","Y","N","ugL","HH",0.1
"1627","Pentachlorobenzene",,"MWWAL",,,"N","Y","N","ugL","HH",0.1
"1627","Pentachlorobenzene",,"WWAL",,,"N","Y","N","ugL","HH",0.1
"56","1,2,4,5-Tetrachlorobenzene",,"ColdWAL",,,"N","Y","N","ugL","HH",0.03
"56","1,2,4,5-Tetrachlorobenzene",,"CoolWAL",,,"N","Y","N","ugL","HH",0.03
"56","1,2,4,5-Tetrachlorobenzene",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.03
"56","1,2,4,5-Tetrachlorobenzene",,"MCWAL",,,"N","Y","N","ugL","HH",0.03
"56","1,2,4,5-Tetrachlorobenzene",,"MWWAL",,,"N","Y","N","ugL","HH",0.03
"56","1,2,4,5-Tetrachlorobenzene",,"WWAL",,,"N","Y","N","ugL","HH",0.03
"7506","Tributyltin",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.46
"7506","Tributyltin",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.072
"7506","Tributyltin",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.46
"7506","Tributyltin",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.072
"7506","Tributyltin",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.46
"7506","Tributyltin",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.072
"7506","Tributyltin",,"LAL",,,"N","Y","N","ugL","ACUTE",0.46
"7506","Tributyltin",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.46
"7506","Tributyltin",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.072
"7506","Tributyltin",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.46
"7506","Tributyltin",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.072
"7506","Tributyltin",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.46
"7506","Tributyltin",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.072
"21","1,1,1-Trichloroethane",,"ColdWAL",,,"N","Y","N","ugL","HH",200000
"21","1,1,1-Trichloroethane",,"CoolWAL",,,"N","Y","N","ugL","HH",200000
"21","1,1,1-Trichloroethane",,"HQColdWAL",,,"N","Y","N","ugL","HH",200000
"21","1,1,1-Trichloroethane",,"MCWAL",,,"N","Y","N","ugL","HH",200000
"21","1,1,1-Trichloroethane",,"MWWAL",,,"N","Y","N","ugL","HH",200000
"21","1,1,1-Trichloroethane",,"WWAL",,,"N","Y","N","ugL","HH",200000
"312","2,4,5-Trichlorophenol",,"ColdWAL",,,"N","Y","N","ugL","HH",600
"312","2,4,5-Trichlorophenol",,"CoolWAL",,,"N","Y","N","ugL","HH",600
"312","2,4,5-Trichlorophenol",,"HQColdWAL",,,"N","Y","N","ugL","HH",600
"312","2,4,5-Trichlorophenol",,"MCWAL",,,"N","Y","N","ugL","HH",600
"312","2,4,5-Trichlorophenol",,"MWWAL",,,"N","Y","N","ugL","HH",600
"312","2,4,5-Trichlorophenol",,"WWAL",,,"N","Y","N","ugL","HH",600
"1795","Silvex",,"ColdWAL",,"Y","N","Y","N","ugL","HH",400
"1795","Silvex",,"CoolWAL",,"Y","N","Y","N","ugL","HH",400
"1795","Silvex",,"HQColdWAL",,"Y","N","Y","N","ugL","HH",400
"1795","Silvex",,"MCWAL",,"Y","N","Y","N","ugL","HH",400
"1795","Silvex",,"MWWAL",,"Y","N","Y","N","ugL","HH",400
"1795","Silvex",,"WWAL",,"Y","N","Y","N","ugL","HH",400
"7",".alpha.-Endosulfan",,"DWS",,,"N","Y","N","ugL","DWS",62
"8",".alpha.-Hexachlorocyclohexane",,"DWS",,,"N","Y","N","ugL","DWS",0.056
"13",".beta.-Endosulfan",,"DWS",,,"N","Y","N","ugL","DWS",62
"14",".beta.-Hexachlorocyclohexane",,"DWS",,,"N","Y","N","ugL","DWS",0.091
"24","1,1,2,2-Tetrachloroethane",,"DWS",,,"N","Y","N","ugL","DWS",1.8
"25","1,1,2-Trichloroethane",,"DWS",,,"N","Y","N","ugL","DWS",5
"28","1,1-Dichloroethylene",,"DWS",,,"N","Y","N","ugL","DWS",7
"58","1,2,4-Trichlorobenzene",,"DWS",,,"N","Y","N","ugL","DWS",70
"65","1,2-Dichloroethane",,"DWS",,,"N","Y","N","ugL","DWS",5
"67","1,2-Dichloropropane",,"DWS",,,"N","Y","N","ugL","DWS",5
"72","1,2-Diphenylhydrazine",,"DWS",,,"N","Y","N","ugL","DWS",0.44
"80","1,3-Dichloropropene",,"DWS",,,"N","Y","N","ugL","DWS",3.5
"316","2,4,6-Trichlorophenol",,"DWS",,,"N","Y","N","ugL","DWS",32
"330","2,4-Dichlorophenol",,"DWS",,,"N","Y","N","ugL","DWS",105
"331","2,4-Dimethylphenol",,"DWS",,,"N","Y","N","ugL","DWS",700
"332","2,4-Dinitrophenol",,"DWS",,,"N","Y","N","ugL","DWS",70
"333","2,4-Dinitrotoluene",,"DWS",,,"N","Y","N","ugL","DWS",1.1
"358","2-Chloronaphthalene",,"DWS",,,"N","Y","N","ugL","DWS",2800
"410","3,3'-Dichlorobenzidine",,"DWS",,,"N","Y","N","ugL","DWS",0.78
"500","Acenaphthene",,"DWS",,,"N","Y","N","ugL","DWS",2100
"518","Acrolein",,"DWS",,,"N","Y","N","ugL","DWS",18
"520","Acrylonitrile",,"DWS",,,"N","Y","N","ugL","DWS",0.65
"529","Aldrin",,"DWS",,"Y","N","Y","N","ugL","DWS",0.021
"568","Anthracene",,"DWS",,,"N","Y","N","ugL","DWS",10500
"570","Antimony","Dissolved","DWS",,"Y","N","Y","N","mgL","DWS",0.006
"591","Arsenic","Dissolved","DWS",,"Y","N","Y","N","mgL","DWS",0.01
"591","Arsenic","Dissolved","IRR",,"Y","N","Y","N","mgL","IRR",0.1
"591","Arsenic","Dissolved","LW",,"Y","N","Y","N","mgL","LW",0.2
"596","Asbestos",,"DWS",,,"N","Y","N","fibers_L","DWS",7000000
"621","Benz[a]anthracene",,"DWS",,,"N","Y","N","ugL","DWS",0.048
"624","Benzene",,"DWS",,,"N","Y","N","ugL","DWS",5
"635","Benzidine",,"DWS",,,"N","Y","N","ugL","DWS",0.0015
"636","Benzo(b)fluoranthene",,"DWS",,,"N","Y","N","ugL","DWS",0.048
"638","Benzo[a]pyrene",,"DWS",,"Y","N","Y","N","ugL","DWS",0.2
"644","Benzo[k]fluoranthene",,"DWS",,,"N","Y","N","ugL","DWS",0.048
"657","Beryllium","Dissolved","DWS",,,"N","Y","N","mgL","DWS",0.004
"611","Barium","Dissolved","DWS",,,"N","Y","N","mgL","DWS",2
"674","Bis(2-chloroethyl) ether",,"DWS",,,"N","Y","N","ugL","DWS",0.3
"675","Bis(2-chloroisopropyl) ether",,"DWS",,,"N","Y","N","ugL","DWS",1400
"714","Butyl benzyl phthalate",,"DWS",,,"N","Y","N","ugL","DWS",7000
"725","Cadmium","Dissolved","DWS",,,"Y","Y","N","mgL","DWS",0.005
"725","Cadmium","Dissolved","IRR",,,"Y","Y","N","mgL","IRR",0.01
"725","Cadmium","Dissolved","LW",,,"Y","Y","N","mgL","LW",0.05
"741","Carbon tetrachloride",,"DWS",,,"N","Y","N","ugL","DWS",5
"767","Chlordane",,"DWS",,"Y","N","Y","N","ugL","DWS",2
"774","Chlorine",,"WH",,,"N","Y","N","mgL","WH",0.011
"779","Chlorobenzene",,"DWS",,,"N","Y","N","ugL","DWS",100
"781","Chlorodibromomethane",,"DWS",,,"N","Y","N","ugL","DWS",4.2
"784","Chloroform",,"DWS",,,"N","Y","N","ugL","DWS",57
"809","Chromium","Dissolved","DWS",,,"N","Y","N","mgL","DWS",0.1
"809","Chromium","Dissolved","IRR",,,"N","Y","N","mgL","IRR",0.1
"809","Chromium","Dissolved","LW",,,"N","Y","N","mgL","LW",1
"813","Chrysene",,"DWS",,,"N","Y","N","ugL","DWS",0.048
"827","Cobalt","Dissolved","IRR",,,"N","Y","N","mgL","IRR",0.05
"827","Cobalt","Dissolved","LW",,,"N","Y","N","mgL","LW",1
"832","Copper","Dissolved","DWS",,,"Y","Y","N","mgL","DWS",1.3
"832","Copper","Dissolved","IRR",,,"Y","Y","N","mgL","IRR",0.2
"832","Copper","Dissolved","LW",,,"Y","Y","N","mgL","LW",0.5
"842","Cyanide","Total Recoverable","DWS",,,"N","Y","N","mgL","DWS",0.2
"842","Cyanide","Total Recoverable","WH",,,"N","Y","N","mgL","WH",0.0052
